name,avg_total_time,min_total_time,max_total_time,MQE_total_time,avg_k1_time,min_k1_time,max_k1_time,MQE_k1_time,avg_k2_time,min_k2_time,max_k2_time,MQE_k2_time
diagonal_1024x1024,286.7298133333333,277.4099,303.868,0.35225179938594675,8.410286666666668,8.3953,8.4294,0.4394916911046254,0.0,inf,0,0
diagonal_2048x2048,391.97842,385.8409,397.6576,0.5193937393688626,99.52789333333334,99.4998,99.558,0.4827033218786687,0.0,inf,0,0
diagonal_256x256,274.9530733333333,268.0577,292.9781,0.27669593318459135,0.20248,0.1874,0.2191,0.4757097791798105,0.0,inf,0,0
diagonal_4096x4096,1842.6321333333333,1838.3336,1852.7572,0.29802083622211717,1548.92946,1548.8958,1548.9603,0.5218604651175055,0.0,inf,0,0
diagonal_512x512,283.51576000000006,269.0268,300.5291,0.45993340168813246,0.7099266666666667,0.6926,0.7268,0.5066276803118921,0.0,inf,0,0
diagonal_8192x8192,24974.45936666667,24965.0586,24981.4844,0.5723171271212885,24663.92332,24661.1152,24664.9473,0.7327888103133482,0.0,inf,0,0
