name,avg_total_time,min_total_time,max_total_time,MQE_total_time,avg_k1_time,min_k1_time,max_k1_time,MQE_k1_time,avg_k2_time,min_k2_time,max_k2_time,MQE_k2_time
diagonal_1024x1024,285.45751333333334,275.7987,298.6946,0.42185777075080466,6.347746666666667,6.3294,6.3642,0.5272030651340986,0.0,inf,0,0
diagonal_2048x2048,386.68698,381.0076,395.1335,0.40205438237563484,94.89404666666668,94.8716,94.9315,0.37473567056230006,0.0,inf,0,0
diagonal_256x256,283.5731266666667,268.4325,294.4597,0.5817232228847791,0.1989333333333333,0.1843,0.2171,0.44613821138211296,0.0,inf,0,0
diagonal_4096x4096,1790.9775333333334,1786.665,1795.8579,0.46911565809847516,1496.1121466666666,1496.0906,1496.1393,0.44243668719887497,0.0,inf,0,0
diagonal_512x512,281.1713066666667,268.0564,296.6738,0.45828435380805627,0.5640733333333334,0.5508,0.5892,0.3456597222222259,0.0,inf,0,0
diagonal_8192x8192,24178.806380000005,24175.3945,24184.4414,0.3771324984255915,23872.804686666666,23872.6621,23872.9473,0.49995324917878947,0.0,inf,0,0
